time,battery,altitude,pressure,magX,magY,magZ,rotX,rotY,rotZ,ax,ay,az,vx,vy,vz,motor1,motor2,motor3,motor4,lat,lng,elevation,nbsat
1631736363.654083,81,0,99239,-103.0078125,-62.015625,35.5078125,3368.0,-3206.0,-10976.0,19.397090911865234,117.20062255859375,-1041.1900634765625,0.0,0.0,0.0,0,0,0,0,-5.4493456,-47.4027092,155.87,4
1631736363.814001,81,0,99255,-96.140625,-68.90625,21.3046875,3327.0,-3181.0,-11058.0,23.622182846069336,116.11624908447266,-1037.97314453125,0.0,0.0,0.0,0,0,0,0,-5.449346,-47.4027092,155.95,4
1631736363.893306,81,0,99249,-113.30859375,-37.8984375,24.85546875,3251.0,-3119.0,-10982.0,23.035154342651367,104.44047546386719,-1032.0775146484375,0.0,0.0,0.0,0,0,0,0,-5.4493468,-47.4027081,156.02,4
1631736364.045138,81,0,99249,-89.2734375,-34.453125,21.3046875,3148.0,-3192.0,-11031.0,24.877870559692383,121.82466888427734,-1036.9703369140625,0.0,0.0,0.0,0,0,0,0,-5.4493468,-47.4027081,156.02,4
1631736364.147435,81,0,99246,-82.40625,-55.125,7.1015625,3052.0,-3159.0,-11145.0,27.973831176757812,119.52833557128906,-1046.5950927734375,0.0,0.0,0.0,0,0,0,0,-5.4493477,-47.4027074,156.06,4
1631736364.276975,81,0,99249,-103.0078125,-55.125,35.5078125,3055.0,-3212.0,-10870.0,24.011371612548828,122.16837310791016,-1030.304931640625,0.0,0.0,0.0,0,0,0,0,-5.4493477,-47.4027074,156.06,4
1631736364.37192,81,0,99239,-116.7421875,-48.234375,35.5078125,3143.0,-3429.0,-11102.0,15.303585052490234,122.50595092773438,-1039.4111328125,0.0,0.0,0.0,0,0,0,0,-5.4493475,-47.4027081,156.11,4
1631736364.648373,81,0,99252,-96.140625,-41.34375,35.5078125,3094.0,-3233.0,-10788.0,30.089839935302734,112.85881805419922,-1031.7322998046875,0.0,0.0,0.0,0,0,0,0,-5.4493466,-47.4027097,156.14,4
1631736364.6496,81,0,99249,-109.875,-34.453125,28.40625,3065.0,-3535.0,-10648.0,22.79732322692871,119.7931137084961,-1038.977783203125,0.0,0.0,0.0,0,0,0,0,-5.4493466,-47.4027097,156.14,4
1631736364.756309,81,0,99249,-82.40625,-62.015625,28.40625,3207.0,-3702.0,-10931.0,9.027992248535156,122.99258422851562,-1037.063720703125,0.0,0.0,0.0,0,0,0,0,-5.4493469,-47.40271,-21474680.28,4
